Instance,Problematic,TYPE,PATH,Line
CONSTRUCTOR public peeking reiterator reiterator t iterator this iterator check not null iterator SPECIFIER public NAME peeking reiterator PARAMETER LIST reiterator t iterator PARAMETER reiterator t iterator TYPE reiterator t NAME reiterator t NAME reiterator ARGUMENT LIST ARGUMENT NAME t NAME iterator BLOCK EXPR this iterator check not null iterator NAME this iterator NAME this NAME iterator CALL check not null iterator NAME check not null ARGUMENT LIST ARGUMENT EXPR iterator NAME iterator public NN peeking VBG reiterator NN root ROOT peeking dobj peeking reiterator reiterator NN t NN iterator NN this DT iterator NN check NN not RB null JJ root ROOT check neg null not dep check null iterator NN,0,n/a,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
FUNCTION SPECIFIER public TYPE t NAME t NAME next PARAMETER LIST BLOCK DECL STMT TYPE t NAME t NAME result INIT peek EXPR peek CALL peek NAME peek ARGUMENT LIST EXPR next element computed false NAME next element computed RETURN return result EXPR result NAME result public NN t NN next IN t NN result NN peek NN next JJ element NN computed VBD root ROOT computed amod element next nsubj computed element false JJ return NN result NN result return ANTONYM ANTONYM,0,n/a,Lucene/lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoDegenerateHorizontalLine.java,135
FUNCTION SPECIFIER private TYPE void NAME void NAME compute next PARAMETER LIST BLOCK IF if next element computed return CONDITION next element computed EXPR next element computed NAME next element computed THEN return BLOCK RETURN return IF if iterator has next return CONDITION iterator has next EXPR iterator has next CALL iterator has next NAME iterator has next NAME iterator NAME has next ARGUMENT LIST THEN return BLOCK RETURN return EXPR next element iterator next NAME next element CALL iterator next NAME iterator next NAME iterator NAME next ARGUMENT LIST EXPR next element computed true NAME next element computed private JJ void NN compute VB next IN root ROOT compute advmod compute next if IN next JJ element NN computed VBD root ROOT computed amod element next nsubj computed element return NN if IN iterator NN has VBZ next JJ root ROOT has nsubj has iterator advmod has next return NN next JJ element NN root ROOT element amod element next iterator NN next IN root ROOT iterator dep iterator next next JJ element NN computed VBD root ROOT computed amod element next nsubj computed element true JJ,0,n/a,Lucene/lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoDegenerateHorizontalLine.java,135
DECL STMT SPECIFIER private TYPE final metric name SPECIFIER final NAME metric name NAME name private JJ final JJ metric JJ name NN root ROOT name amod name metric name NN,0,n/a,Lucene/lucene/core/src/java/org/apache/lucene/index/SegmentReader.java,54
FUNCTION SPECIFIER public TYPE metric name NAME metric name NAME get name PARAMETER LIST BLOCK RETURN return name EXPR name NAME name public NN metric JJ name NN root ROOT name amod name metric get VB name NN root ROOT get dobj get name return NN name NN,0,n/a,Lucene/lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoDegenerateHorizontalLine.java,135
FUNCTION SPECIFIER public TYPE dirty state NAME dirty state NAME get dirty PARAMETER LIST BLOCK RETURN return dirty EXPR dirty NAME dirty public NN dirty JJ state NN root ROOT state amod state dirty get VB dirty JJ root ROOT get xcomp get dirty return NN dirty JJ,0,n/a,Lucene/lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoDegenerateHorizontalLine.java,135
COMMENT generally runners should construct instances using the methods in link metrics container impl unless they need to define their own version of link metrics container these constructors are only public so runners can instantiate CONSTRUCTOR internal public distribution cell metric name name this name name ANNOTATION internal NAME internal SPECIFIER public NAME distribution cell PARAMETER LIST metric name name PARAMETER metric name name TYPE metric name NAME metric name NAME name BLOCK EXPR this name name NAME this name NAME this NAME name NAME name generally runners should construct instances using the methods in root ROOT construct advmod runners generally nsubj construct runners aux construct should dobj construct instances xcomp construct using det methods the dobj using methods dep using in link metrics container impl unless they need to define their own version of root ROOT impl compound impl link compound impl metrics compound impl container mark need unless nsubj need they nsubj xsubj define they advcl unless impl need mark define to xcomp need define nmod poss version their amod version own dobj define version acl version of link metrics container these constructors are only public so runners can instantiate root ROOT container compound container link compound container metrics det constructors these nsubj public constructors cop public are advmod public only acl relcl container public mark instantiate so nsubj instantiate runners aux instantiate can advcl so public instantiate link metrics container these constructors are only public so runners can instantiate root ROOT container compound container link compound container metrics det constructors these nsubj public constructors cop public are advmod public only acl relcl container public mark instantiate so nsubj instantiate runners aux instantiate can advcl so public instantiate internal JJ public NN distribution NN cell NN root ROOT cell compound cell distribution metric JJ name NN root ROOT name amod name metric name NN this DT name NN name NN are name ANTONYM ANTONYM can using ANTONYM ANTONYM construct name ANTONYM ANTONYM public internal ANTONYM ANTONYM,0,n/a,ArgoUML0.34/argouml/src/argouml-app/src/org/argouml/notation/providers/uml/AbstractMessageNotationUml.java,1691
COMMENT return an iterable over the values in the current link metrics map FUNCTION SPECIFIER public TYPE iterable t NAME iterable t NAME iterable ARGUMENT LIST ARGUMENT NAME t NAME values PARAMETER LIST BLOCK RETURN return iterables unmodifiable iterable metrics values EXPR iterables unmodifiable iterable metrics values CALL iterables unmodifiable iterable metrics values NAME iterables unmodifiable iterable NAME iterables NAME unmodifiable iterable ARGUMENT LIST ARGUMENT EXPR metrics values CALL metrics values NAME metrics values NAME metrics NAME values ARGUMENT LIST return an iterable over the values in the current link metrics map root ROOT map csubj map return det iterable an dobj return iterable case values over det values the nmod over iterable values case metrics in det metrics the amod metrics current compound metrics link nmod in iterable metrics public NN iterable JJ t NN values NNS return NN iterables NNS unmodifiable JJ iterable JJ root ROOT iterables amod iterable unmodifiable dep iterables iterable metrics NNS values NNS root ROOT values compound values metrics,0,n/a,kafka/streams/src/main/java/org/apache/kafka/streams/StreamsConfig.java,158
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME string INDEX NAME odt file private JJ static JJ final JJ string NN odt NN file NN root ROOT file compound file odt private JJ static JJ final JJ string NN odt NN file NN root ROOT file compound file odt,1,D1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME string INDEX NAME odt file with metadata private JJ static JJ final JJ string NN odt NN file NN with IN metadata NN root ROOT file compound file odt case metadata with nmod with file metadata,1,d1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME string INDEX NAME odt file with min text len private JJ static JJ final JJ string NN odt NN file NN with IN min NN text NN len NN root ROOT file compound file odt case len with compound len min compound len text nmod with file len,1,D1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME string INDEX NAME pdf zip file private JJ static JJ final JJ string NN pdf NN zip NN file NN root ROOT file compound file pdf compound file zip,1,D1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
DECL STMT SPECIFIER private SPECIFIER static TYPE final string SPECIFIER final NAME string NAME string INDEX NAME pdf file private JJ static JJ final JJ string NN pdf NN file NN root ROOT file compound file pdf,1,D1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
DECL STMT SPECIFIER private SPECIFIER static TYPE final list string SPECIFIER final NAME list string NAME list ARGUMENT LIST ARGUMENT NAME string NAME odt file private JJ static JJ final JJ list NN string NN odt NN file NN root ROOT file compound file odt,1,D1,ArgoUML0.34/argouml/src/argouml-core-umlpropertypanels/src/org/argouml/core/propertypanels/ui/LabelledLayout.java,172
FUNCTION DECL abstract builder k v set configuration serializable configuration configuration SPECIFIER abstract TYPE builder k v NAME builder k v NAME builder ARGUMENT LIST ARGUMENT NAME k ARGUMENT NAME v NAME set configuration PARAMETER LIST serializable configuration configuration PARAMETER serializable configuration configuration TYPE serializable configuration NAME serializable configuration NAME configuration abstract JJ builder NN k NN v LS set VBN configuration NN root ROOT set dobj set configuration serializable JJ configuration NN root ROOT configuration amod configuration serializable configuration NN k v SYNONYM SYNONYM,1,A3,Lucene/lucene/spatial3d/src/java/org/apache/lucene/spatial3d/geom/GeoDegenerateHorizontalLine.java,135
